id,text,political,racial/ethnic,religious,gender/sexual,other
hau_2679da82fcfff955f9a011a8321f09bf,"kahiri da kafiri are the same man, kawai gwarawa ke using 'f' instead of 'h'",0,0,1,0,0
hau_929059a28453e56384ea88b926e4a4fc,"Shi kenan kwankaso kaima ka bi sahun yan abi yarima a sha kida. Yanzu dai manuniya ta nuno mana kai tantarwai!",1,0,0,0,0
hau_6b76eb80e155d09e0d4933bd42d6c12f,"irin wadannan yayan marasa tarbiya tsinannu sune suke zanga zangar rusa sars kai kuma dan arewa har keke goyan bayansu bayan kaine yakamata kanemi security a inda kake! allah waddan naka ya lalace! shame on you ##url",1,1,0,0,1
hau_d0dcd74b916aeda8af23194b8ca69807,"gats be the one i try almajiri in front of my house and e chop my father. e beat me black and blue. no physical scars sef. na ptsd e limme with😭 ##url",0,0,0,0,1
hau_5f3110e3ed655188bcb7be258fce23ab,"Har yanzu ɗan arewa bai san ciwon kansa ba. Har yanzu ɗan arewa yafi ganewa yayi ta rigimar cikin gida yana cin mutuncin dattijai da malamai. Har yanzu dan arewa yafi ganewa yayita yayata shirme da shashanci a media. Ta ina al'umma zata ci gaba a haka?",1,1,0,0,0
hau_0beedba272f01ff0330143693497d42f,"duk mai bayyana tsaraicinta ko tasa kaya mai bayyana siffar jikinta tsinanniya ce.!! duk mai bayyana tsaraicinta ko tasa kaya mai bayyana siffar jikinta tsinanniya ce.!! duk mai bayyana tsaraicinta ko tasa kaya mai bayyana siffar jikinta tsinanniya ce.!! inji annabi saw.✍️",0,0,0,1,0
hau_bf6735ac5c9c37a1a4ce6ed8b6e49a7d,"@USER to kai a wana littafin kaji ance twin zasuyi aure ko a kafirai babu",0,0,1,1,0
hau_e0abca8bf811b4732d6852e3297f2e47,"@USER almajiri / aboki &gt;&gt;&gt;&gt;",0,1,0,0,0
hau_73a319b7d4626d0a4fdf4288a33bdbb1,"@USER wawiya ce ai",0,0,0,0,1
hau_5922e267ddc118dd1600e1c433043c08,"zindiqan banza da wofi yan iska mutanen tasha ##url",0,0,1,0,1
hau_c58b94ea9a5c6627f9acc53ebd568c2a,"Dan Bilki Kwamander ya saka Baba dan Audu a gaba😂😂😂😂 @USER, wane dan gajere mai jakar tsaba? 😂😂😂",0,0,0,0,1
hau_737cb9d45db2ca52962c34c50a2d7cd4,"arnee ai arne ne, koya musulin ta seya koma ruwa,🤣 ##url",0,0,1,0,0
hau_69eec943984ebf6f713eebdf9f31a9ce,"@USER werey dey watch k-drama for office kai karuwa",0,0,0,0,1
hau_e4e3525958c139e9aca9b02b2cf6006f,"Mutanen nan fah duk wani nau'i Na kafurci akwai shi a addinin su Yasin, don gwara arna da sukace yesu da babansa da holy spirit duk Alloline, Amma a addinin nan kowa matsayin sa ya akai a a bauta Masa, Allah karemu ya Kare zuri'armu da Na makotan mu da yan uwanmu, amin.",0,0,1,0,0
hau_51e652ca9dfcf7b29784cd71c944041e,"#allah ya jikan musulman na kasar @USER da wani katon arne dan ta'adda ya iske su har cikin masallacin su dake wurare biyu yayita harbi, har ya kashe akalla mutum 49 banda wa'anda… ##url",0,0,1,0,0
hau_dfb53b7818d29ed0a57e2cc9b7817851,"-yace idan ya hau zai karya farashin dolar -zai samar da tsaro -zai gama da boko haram cikin wata 3 cakal! wa'iza waada akhlafa -(idan yayi alkwari ya saba). misla zalika -(misalinshi kamar haka 👇) -yace idan ya hau zai rabawa mu matasa marasa aikin yi n5000 duk wata.",1,0,0,0,0
hau_aa3bf86f8d6a81199ca74597dbab3f35,"@USER prof. fafunwa, northern nigeria being into islamic/almajiri education before the coming of lugard and his team, we wear shirts and gowns before then, we have entrepreneurship skills before then, so we are educated and entrepreneurs from any angle of life.",1,0,0,0,0
hau_193c2032c9d41f13eb1056081c46367c,"wani matashi mai tabin hankali a unguwarmu anace dashi ""hakori"", wani ya tambayeshi :- hakori ya jin dadi. sai ya amsa yace :- eh to alhamdulillah dan mufi wasu wasu kuma sun fimu, dan haka mungode allah. allahu akbar mahaukaci ma kenan. #alhamdulillah 🙏",0,0,1,0,0
hau_99925df0236141ff3c912ac32bec841f,"my fellow commarades forget about @USER ku nemi asusu domin kada ku zama sususu👌",0,0,0,0,0
hau_68fb4926228f703623e62dd8cb1c69bb,"wawaye banza 😂 ##url",0,0,0,0,1
hau_9506fdacad61dba8a92fce5fe1acb471,"@USER dan iska ne basu san gaskiya",0,0,1,0,0
hau_bcba5e49086a757545c607b5b50e4d6b,"@USER inyamiri in the houseeee🙌🏾",0,1,0,0,0
hau_a7dd19a4a83a2d4975c2fec903062b90,"kai yasir me bleaching shugaban munafukan twitter bamu ganka kana aibata irin wadannan mutanen ba, sbd kai dan wahala ne ko? yan kwankwasiyya ne suka shige maka ido sbd hassada ta cika maka zuciya. ##url",1,0,1,0,1
hau_2072eff150ef3e5797dc526d61a01f69,"na tsani abduljabbar din nan wallahi allah maridin kato tsinanne.",1,0,0,0,0
hau_c27e7306e59869eb8e3b3348e250b623,"@USER you ai dut inyamurai ne",0,1,0,0,0
hau_26798e8aa0134c046353f52db93cd813,"wan nan original munafuki ne, kafurin banza kafurin wofi, allah is watching u. ##url",0,0,1,0,1
hau_ff7c2ede17a331461c8b428eb3aca406,"daga lokacinda mutane suka bar bin dokokin allah, suka kama bin son ransu suna koyi da yahudawa da nasara to su saurari bala'i da jarabawa da masifar da zata shafesu. allah ka karemu daga bin son zuciya da koyi da yahudu da nasara. 🙏",0,0,1,0,0
hau_e3e02558e63b245d61db0f0fd235a2f7,"Wai an ce wata mata ta haifi kwalba, nace Wannan Ai ba abun Mamaki. Bane aka Haifo Buhari ma. Wanda yafi kwalba sharri🥱🥱🥱",0,0,0,1,0
hau_fd6800b61388f2ff57973b3e306cbea1,"ya wajaba mu hada kai mu tafi tare wajen yayata takara da manufofin mal ibrahim khalil da masu dafa mi shi a adc 2023 don ya yi nasara. ba gudu ba ja da baya. bamu da dan takarar da ya chanchanta sama da mallam ibrahim khalil a zaben gwannan me zuwa.. ##url",1,0,1,0,0
hau_12ddcf496fa921653f8176445ed269a3,"@USER aban karuwa ma da million 50 din yafimin",0,0,0,0,1
hau_ef3a33f188d675bd753fe59cce9fff5f,"shegiya naira 😂😂 ##url",0,0,0,0,1
hau_1d0ed567ad145c3dd10b396a6ceecc10,"thank god jonathanians era is over, they're been persistently disturbing us with a 'mirage' almajiri schools. shoving it to us, is an insult",1,0,0,0,0
hau_32bab87549167f65c2769df7fbed1d2f,"Kuma wai wasu wawaye suna maganar gwamnati na aiki toh a ina babu wuta babu ruwa haka muke rayuwaa a kano toh ina gwamnati anan",1,0,0,0,0
hau_faedea18bf85b0d280872c2012d2dc8d,"Allah Sarki Insha Allah Jamiyyar APC ta fadi",1,0,1,0,0
hau_50a7cdfb9764a7215fc43243fb275723,"@USER shegiya yar copy and paste jahila, ashe ke dakikiya ce, to dan uwarki gara mu rike android da irin wulakantar ki",0,0,0,1,1
hau_2805e9125848a0845a61e516489a93f4,"@USER opreation a wanki gaja😂😂😂",0,0,0,0,1
hau_0ae7369f5d7a82227a4536ee0995935b,"@USER na one almajiri like that.",0,0,0,0,0
hau_5642632c705c5c866f62cd0a46561e89,"Ban taba zuwa Kudu ba. Ba kuma na sha'awar na je ko sau daya. Gayyar dabbobi. Ni da Kudu sai dai a mafarki. Allah ka raba kasar nan along religious lines, kowa ya yi na sa waje. Ina amfanin rayuwa da matsiyata, mahaukata kuma jahilai?",0,1,1,0,0
hau_6a0ef67c1d7b4fcf6f2fe562beee3445,"“mutane iri shida ne:malamai da jahilai, da ‘yan duniya da masu neman lahira, da wadanda suka fi ka, da wadanda ka fi su”. daga littafin “masu hikima sun ce” na malam baba ahmad.",0,0,1,0,0
hau_967762a33296a3b6f320735472faad70,"the almajiri(jega) vs the militant(orubebe). and the almajiri won.",0,0,0,0,0
hau_3ce84b6bedad8ad6e4345ba564b4b763,"@USER kyale dan duniya 😂",0,0,0,0,1
hau_4d70383b75754aa358de3c650c823fa2,"Shifa Alai Sani mai bakin kiss besan Prof bane wallahi. Maybe he was thinking prof was like them Kabiru Gombe Bala lau and co. Yan Jagaliya bai San prof mai ilimi da karatu bane",1,0,0,0,1
hau_c7e87134c7d4c3bf0b557a0037bba6da,"@USER achikota ekwe onu. arne banza.",0,0,1,0,1
hau_810b149839d36b0008b65bd2bc4fa1d8,"@USER jahilar banza ba",0,0,1,0,1
hau_90ce39f943087336a43bcf47ec9181a8,"@USER shegu tsinannu, allah ka tarwatsa wayannan matsiyatan amin albarkar annabi (saw)",0,0,1,1,0
hau_2d6558e8aa08c28fab35ba7bf0f1a045,"wai dan allah maiyasa kyawawan mata suke tallata kansu amma kuma munana suna aure abunsu ##url",0,0,0,1,0
hau_6e23f469ee9d07d04e4cfe7bc12726d1,"@USER wakanda ya mutu kafiri",0,0,1,0,0
hau_b2ee4f06b226cba6598a5398da09b23f,"@USER dan iska akama shi a yanka shi shi ma, abida sukeyi a film yazo nan yayi mana wannan kykkyawar yarinya yasa wuqa ya yanka sabida mahaukaci ne shi",0,0,1,1,0
hau_0e4e396a54e847a1f7f154985c50eb4a,"inyamuri da filter 😂😂 ##url",0,1,0,0,0
hau_9bbdf5dd6524ee0e53387a16dda8f0ea,"@USER inaruwan talaka da zabe komai yaje ciki to normal ne",1,0,0,0,0
hau_8239e16710cf4f3e6edae3e0564f0822,"@USER wawa kawai,, jakin yahudawa",0,0,1,0,1
hau_0ee61d15fdcdebb5d0b6148e3fd498df,"@USER ashe uwarki mah yar wahala ceh😹",0,0,0,1,0
hau_e4eaa84fa154d73e027e4a5d91d915c9,"well, thats for you bros,but when it start,almajiri will demand for them if you hid any one ##url",1,0,0,0,0
hau_afb70de9a209475abee218594adc6e29,"@USER kaji 'yar matsiyata😞dan uwarki ke wacece.",0,0,0,1,0
hau_326ae2ca4c1ad33900eaf544b34f5e14,"@USER lol 😂 wannan argument din dolo ne",0,0,0,0,1
hau_818972cf27ca58c339b44d9bb8d1f56a,"baba dan girman inyamirai da yarbawa, dan darajar jirgin sama da kasar waje... ka taimaka wa talakawan kasar nan... #kanolockdown",1,1,0,0,0
hau_5068cc53b3ab62120e22954d6fa26d7c,"Kana neman dan tinkiya ah arewa kasamu wannan mutumin kagama Mtsww😒☹️",0,1,0,0,0
hau_fc3705a86bd6683e1a3ed6086e85eec0,"@USER marasa hankali ba",0,0,0,0,1
hau_1c37c8c05ad8c8bce6a46e6803bcefc3,"@USER yes called us anytin you want. na this almajiri we used nd kick ur down in 2015🤣🤣🤣.",1,1,0,0,0
hau_9c25a4b76c42f0247efa8d7819b39ec9,"Lokacin da zaku fara dukan yan siyasa ku kira ni, for now I do not give a damn",1,0,0,0,0
hau_0b6c05843a8b12ac6f2bd6d6756de30d,"🤣🤣to ni 'yar 4k dinma da ake bayarwa in baza'abani ba aii sai a fada😎😎 yo to dama ina ruwan biri da gada 😂😂",0,0,0,1,0
hau_3fdebac738ed4d7323be8e51f929233e,"if we talk shehu ibrahim inyas you'll open your shitty mouth and start saying nonesense, cant you see yourself shamefully praising arne?",0,0,1,0,1
hau_765d023bedcba4f32d9d2cf6810f2723,"I don’t understand? You people and the fulanis are the real almajiri for this country",0,1,0,0,0
hau_c7a80efd3c36d4e3d6740d611755e885,"shey una dey mad. yan kutumar uba. shegu kawai. abeg make una stop this kind rough play. ##url",0,0,0,0,1
hau_a8bf8712c74503b6750e754090382726,"@USER kin buɗe kofan ɓarna da wani kafuri yayi amfani da dama ya keta mutuncin musulmi.. hotunanki da ke nuna tsirancin ki kuma suna nuna yarda da arna suka yi. allah gafarta mana baki daya .",0,0,1,1,0
hau_e374d1c7dd60b5ec0eafb98f8daddfc4,"tafi karfinka arne @USER : “@USER : dan ummah allah ya isa.”kai dan nace bana son ki 😳😳",0,0,1,0,0
hau_0b8e06f934bf69b0f98810fa148181af,"@USER ubanka ne useless, shege wawa wanda bai mutunchin mutane ba, saboda political differences kawai zakacewa mutane useless, daqiqi kawai",1,0,0,0,1
hau_9d37c39b034422d56a485e4f984a3676,"Kunga de yadda rayuwa ta mayarda Bala Marke. Hotonansa da sukayi trending last week ashe tsofaffin hotuna ne, shiasa akeso mutum ya dinga shuka alkhairi. Kalamansa basa nuna yayi nadamar abunda yayi",0,0,0,0,1
hau_bb2a5cbe401c620a3e3df4a232504ba7,"@USER wani da arabi da bokon amma yafi jahili iya shege",0,0,1,0,1
hau_1eee89565a62a07d258c4cd27baa84ef,"@USER which light? at baze or next? haba dai, kar a mayar damu wawaye mana",0,0,0,0,1
hau_5fc78358871894d906a917ed316bdbb7,"bindiga sai soja, hukunci sai kotu, tambaya sai lauya, sata sai bera, zagi sai bamaguje, jihar kano sai gawuna insha allah. ##url",1,0,0,0,0
hau_8c88a1d019ab09253e435722a87d48c2,"du macen da zataje dakin saurayi ta tube kayanta babu wani rufa rufa... yar iska ce kawai... kuma ba'abun a tausaya mata bane shedaniya.. 🙄 allah ya kebo bayi, yasa mufi karfin zukatanmu ya karemu daga zina mu da zuriyarmu.. 🤲",0,0,0,1,0
hau_2c4d2e8171c357e313b258f2a84ced99,"dama ance wargi wuri ya samu. kuma maganin shege karen maguzawa. kaga yanzu da deezell ya fito musu ta bayan gida ai sun fara neman tuba daya bayan daya. wata yanzu ta koma ga allah tace musulmi dan uwan musulmi ne amma lokacin da suke qala mai sharri ai ta manta da haka.",0,0,1,0,1
hau_25ea455a57f96981fb360ecf59507dad,"@USER it is a success, you truly deserved. it is an achievement you have truly earned. i congratulate you on your success and wish you all the best for your future. well done.allah yasa ya amfaneki duniya da gobe kiyama🙏",0,0,1,0,0
hau_81b8049f518d3ae76278da1f89c78793,"the end of @USER in nigeria insha allahu. they wasted 8 years of good governance in nigeria. we will never forgive you. matsiyata.",1,0,0,0,1
hau_3fedd2cb341bf46c264a46b9c3e357f2,"@USER mankala anaa falaisa huwa kin bata mummuna kawai",0,0,0,0,1
hau_97f60609886715967a6466731ffcf950,"BABBAR MAGANA MUSHIRIKAI YAN SHI'A SUNCE ZIYARTAR KABARIN HUSSAIN YAFI YIN AIKIN HAJJI KA DUBA CIKIN BIHARUL",0,0,1,0,0
hau_a31ba39a387da8e58b18a075afe902f6,"voices for #accountability in bauchi. bauchi meeting ahead of almajiri child rights day. may 25th. #actnowonalmajiri @USER ##url ##url",1,0,0,0,0
hau_0ba0d5c04cd1ed4212636704f0ac3e20,"wai almajiri 🤣🤣🤣🤦‍♂️ ##url",0,0,0,0,1
hau_81fd576c3c82f7956f9330262ef39caf,"tell him these almajiri school here in sokoto state",0,0,0,0,0
hau_90356c15f546fb7becf892da89f75eed,"@USER wannan kwaton jahili ne namatsanesa wlhy",0,0,1,0,1
hau_07fb56bd9a16a04dbb7908c6532564ce,"itafa gombe kamar madina take sai dai bamuda yawan kafurai amma munada yawan munafukai da yan hassada 🤧🤧🤧🤧",0,0,1,0,0
hau_cd5d335cd32dd1fec962d81d940b36ca,"inka mutu ka mutu kafiri 🤗 ##url",0,0,1,0,0
hau_6eb762e9937245722e68eaf54dd7d2b0,"@USER to ai ko a arna baza ka samu irin wannan ba ko bayahudiya zaka aura?",0,0,1,0,0
hau_3bf79dd9da54c343c60e263c9a4c6936,"dan izala naga mun cika clashing dakai fa, yah take ne ustaz🤦‍♀️🧐 ##url",0,0,1,0,0
hau_0445108d1e18526c06fb749e45700992,"ba laifinsu bane. laifin iyayensune. da iyayensu sun basu tarbiyyar musulunci da koyarwar annabi sallallahu alayhi wa sallama da basu aikata hakan ba. su kansu iyayen nasu sun fiso suyi kwaikwayon yahudawa ##url",0,0,1,0,0
hau_c0731445a5ead447542d48afb6205551,"ni dai ba dan tasha bane kam!! ##url",0,0,0,1,0
hau_8c46e0551fa4d471c6297a31a77ac1ac,"@USER ai arna 500 or bak of hilux wai 😂😂",0,0,1,0,0
hau_f1145eba3433b44ef2ba35c6e6547c6e,"@USER bar yan wahala",0,0,0,0,1
hau_cdf5c369c6f4dfc2e1d057488c07c734,"@USER as for me! atiku abubakar is the man we need! because he is a good business man, ba baqauye bane, kuma tsayayye ne, ba kidahumi bane, atiku abubakar mutumne mai izzar rayuwa, kuma yasan nigeria da matakanda yadaceh domin chi gaba, baya qabilanchi, ko nuna 6angaranchi!",1,0,0,0,0
hau_988f8afc213b06e6d1fb9085c06b4fe8,"@USER baba share kawai. ni yanzu yaran arna zan fara following, saboda matan hausawan mu akwai raini d girman kai. ko ba haka ba guys",0,0,1,1,0
hau_8fd3211bb471d7044683063fad230de1,"@USER sell=sayarwa cell=tantanin halitta race=tsere race=kabila tail=wutsiya tell=gaya.",0,1,0,0,0
hau_361a313d2ac91502dc158d07f3a56a06,"@USER kibar yar wahala mana wlh batada tarbiya",0,0,0,1,1
hau_f982dd1cba941b4a34495f16526de083,"wannan abu yana damu na, gashin doki (attachment) da yana daya daga abinda muke bambance musulma da kafira yanzu yaran musulmi sun maida shi ba komai ba.akwai matsala. allah ya sa mu cigaba da gane daidai da ba daidai ba. ya shiryi masu yi kafin lokaci ya qure musu",0,0,1,0,0
hau_19b5f1def1a0d88e65a4fa36a3248707,"kuma baby yadda zakuyi da dan inyamurara ba domin yafika daraja a idon duniya 😜😜😜😜 ##url",0,1,0,1,0
hau_17757a211aea3359d93780e47a71e5cb,"@USER loll😂😂😂🤦‍♂️ me self i need salah jaki dan wahala ne🤦‍♂️😂",0,0,0,0,1
hau_31b5d2ca01b237403479cafb06f87586,"‘almajiri” education has impacted on psychological, social devt of child in nigeria’",1,0,0,0,0
hau_9ccf77af234663a74fb9049b8b9fa65f,"allah ya tsare musulmai da musulunci daga sharrin kafirai 🙏",0,0,1,0,0
hau_cf06d60f98edfcee82380c99696ce57c,"@USER kar ka yarda! dakiki ke maimaita aji ae.",0,0,0,0,1
hau_3d47da7b4ecca0d2b6101d284b7b681b,"dole na auri inyamura kai!!!!!!!",0,1,0,1,0
hau_3dbbcaa7a97a499abab3f9157255471b,"@USER bakasan nayi hankali ba shekaran jiya ko??? dolo saura kai",0,0,0,1,0
hau_9196c3543e42fa7a66d700852dd73efe,"@USER kara musu da makarantar matan aure. makiya annabi s a w ne aikin yahudawa suke da daawa ta karya da ci da addini ciwon su baya tashi sai watan maulud yakama. لك الهد مني يارسول وإنني أحبك حتي حين في القبر ادفن you have covenanted with me,(rassullah) and i will love you even when",0,0,1,1,0
hau_b8251099af40b4fb639061824c3fa5d8,"@USER amma aey this is nonsensical, at least uew have to show some respect to uz cus vakisan kowa a nan vah, kuma public figure dinki aey na vanxa naeh since uew don't even have a talking manner. then vah sae kin pada vah we all already knew kae yar tasha caeh @USER",0,0,0,1,1
hau_c6117ecfde1547b0255788888133b8d4,"“@USER : shege arne kawai sei ka kone a wutan jaheem insha allah” toh fa,what's wrong now?😳",0,0,1,0,0
hau_3b6229cea521ee639c4a26abba2714bb,"@USER wallahi karyane... how many almajiri can recite quran today??.. since majority of them are out of the madarasat wandering around... re-think dear",0,0,1,0,0
hau_2a9eb34596edb7c7a026e14eac57097a,"narasa dame zan kwatanta wannan al'amari wallahi, jahilci ne? hauka ne? dabbanci? ko me? waye buhari harda in baka soshiba za'a maka muguwar addu'a? kafirai ma wadanda basu so annabi saw ba basuyi bara ba balle som1 that is zero(0) behind d decimal point. allah yakyauta. ##url",1,0,1,0,1
hau_cbf2f1f0d24e8c823f6e95ac02e1b2ff,"@USER i won't argue with the origin ... but as far as the current generation of we hausas are concerned, when we say inyamiri, we mean igbo, we borrowed your language regardless of its meaning and gave it our own meaning, i don't know if you understand what's happening here",0,1,0,0,0
hau_701086785d65c6b398876017a0b08170,"shegiya munafukar musulma wakiliyar arna. allah wadai da irin ku a cikin al umma",0,0,1,0,0
hau_4ce20e1523146d929392160dc8dbf073,"#qudus a goman karshe na ramadana mutum dubunnai ne suka halarci sallar tuhajjud a masallacin qudus! wannan ya tada hankalin makiya allah yahudawa, suke ta hauka suna kai hari, su kuma mutanen sun ki suji tsoro. allah ka ɗaukaka addinin mu na musulunci... ##url",0,0,1,0,0
hau_d83e3a016afb4c9daac06ae25bc6500c,"shifa audu chiranchi ya dauka kowa jahili ne irinsa...shi agunsa wannan katobara da nuna jahilchi a fili tare da jajibo fitintunu a siyasa, shine birgewar da za ta sa maigirma gwabna ya bashi damar wucewa a matsayin shugaban jam'iyya! to zako ka sha mamaki... Offensive Hausa yes it’s not everyday, but akwai mayu kullum sai an kashe arna😀🤦🏻‍♂️ ##url Normal Hausa ran haihuwar mukhtari anga abun mamaki, kafirai sun rude, hankalin su ya tashi babu sauran qarya gaskiya ta sauko wanda babu irinsa sannu da zuwa maulana, sidi barka da zuwa maulana mukhtari. #twittermaulud",1,0,1,0,1
hau_f9e0f03136eba9a47088d00b145a0ac0,"@USER to ki nemi bagidaje ki aura😂😂😂",0,0,0,0,1
hau_065632463c23cc167ba109864e80bef9,"ai naci uwar wasu inyamurai a camp da fadar bege🤣🤣🤣 ##url",0,1,0,0,0
hau_4e550dbffdee4d00aa7fa064140623a3,"@USER inyamurai sun cika masu qasa",0,1,0,0,0
hau_4a9880640e5fc0b224410223231c0251,"@USER he claims to know north very well and understand hausa and we are arguing about word almajiri so i said let me use another formula to test my guy and see now look at him insulting me",0,1,0,0,0
hau_980e8c89edea0c0358472671fff41075,"@USER from your profile, i can see you are a justice and logical person. weldone yar darika👏",0,0,0,1,0
hau_853917fa2d6df1875fb1d424446ab8e0,"is it right for almajiri to be used as child labour to collect trash in kaduna",1,0,0,0,0
hau_1f28468bceb3a4707d1ccb503375ed2a,"ku fita filin zabe ku daina kira a raba najeriya – ohanaze ta fadawa inyamurai ##url ##url",1,1,0,0,0
hau_5da7df51c67a4c8161990d5496a2c6bd,"wannan shine #soyobonga_bokamaso dan iska na africa. asali shi a ce daga katsina ne 🥵 ##url",0,1,1,0,0
hau_738f115e24d98262cfdcde114934cbb3,"@USER eh indai ubanka bamaguje ne 😂😂😂",1,0,0,0,1
hau_e187c727bf9441de41b6d180483dbd07,"@USER over 10million children are out of school in nigeria with 60% from the northern nigeria, ora educational foundation need your sponsorship to reach out to this almajiri children ##url",1,0,0,0,0
hau_8652e4ad16d24ecf6f332d817ed683ad,"@USER da marowata dai kika hadu",0,0,0,0,1
hau_47a9f92f99b52d9ad39ad2be833d041a,"@USER ameen ya rabbi fatanmu mu almajiransu shine malamanmu sukasan ce masu yiwa junansu addua d ftn kyakyawan karshe tr da dacewa da gsk. ko da akwai sabanin fahimta. allah ya kyautata karshe maluman muh masu koyar damu dan neman yardar allah koda kai batijjanene,bakadire'ko dan izala",0,0,1,0,0
hau_9d7e8b2f82a94e1edc023cd3471e0873,"bayern wai su arna",0,0,1,0,0
hau_74e0278d94ef74bb21bfe20d01d7ceeb,"@USER dama garin banza a farau_ fara din wofi ya ke karewa",0,0,0,0,1
hau_a855ba346e49dc3aa3486598dcaa1b99,"hadisi ya inganta acikin bukhari cewa wanda ya kashe kansa to ya mutu kafiri, kuma zai tashi ta hanyar yadda ya kashe kansa ranar alqiyama. amma babu kuma nassi ko hadisi wanda ya nuna zai tabbata a wuta. allahu a'alam. ##url",0,0,1,0,0
hau_af045d667e3f66a548cad59ddc3a3984,"death is a testimony to the fact that nothing will last and remain forever except the will of the most high (allah) allah yajikan musulmi, allah ya karya kafirci da kafirai ##url",0,0,1,0,0
hau_09026cee3b9ca8d32b418d7ac19d58f6,"the opportunity to go to vocational school, also free of charge. kaduna government will jail parents who enroll children into almajiri"" governor nasir el rufai of kaduna state.",1,0,0,0,0
hau_92a53a5c9fe9e829752eeaee70981026,"baba anci arna kutumesi...",0,0,1,0,0
hau_b08b2c0b4238f0d6360aa2c2069493bf,"@USER as no hospital in nigeria... munafiki",0,0,1,0,0
hau_6eb1d679cb73376c821e6299a8851773,"sallah babu arwalla sai kafuri 😂😂 ##url",0,0,1,0,1
hau_99904758ab3921ee86340abdd53e948f,"@USER ba sai an kai ga hadisin maguzawa ba. bar su da mai duka kawai!😂",0,0,1,0,0
hau_20e79b9c5a280aaf33c3acc1e6f0e090,"ba kasan kashe arna ba? ##url",0,0,1,0,0
hau_4056d17788fca54e9bdd39827aee5b90,"@USER masha allah, allah biya a mizani 🤲🏼. amman naji yace suna shan ruwa da dabbobin su, how much does it cost 2build a well da bazasu iya siyar da dabba domin suyima kansu rijiya ba? sir, may b u can include sensitizing dis ppl to sacrifice n do something 4 themselves 👏🏽. jzkhallah",0,0,1,0,0
hau_74e88e21db148a8f6ad13d8721a40408,"a yan kwanakin nan an jiyo wasu daga yan kungiyar izala suna tabbatar da cewa idan har @USER ' ya cigaba da mulki zai dakile musu da wanda suka kira mushirikai (yan darika) kamar yadda ya dakile wadanda suke kira kafirai (yan shi'a) a jihar kaduna. #kadunadecidespeacefully ##url",1,0,1,0,0